Sale_ID,Date,Store_ID,Product_ID,Units
147,1/1/2022,37,34,1
148,1/1/2022,8,20,1
149,1/1/2022,29,2,1
150,1/1/2022,41,8,1
151,1/1/2022,9,8,1
152,1/1/2022,38,22,2
153,1/1/2022,5,21,1
154,1/1/2022,9,8,1
155,1/1/2022,39,34,3
156,1/1/2022,48,8,1
157,1/1/2022,38,8,1
158,1/1/2022,9,8,1
159,1/1/2022,40,17,1
160,1/1/2022,30,1,2
161,1/1/2022,21,8,1
162,1/1/2022,41,1,1
163,1/1/2022,44,18,1
164,1/1/2022,9,24,1
165,1/1/2022,50,8,2
166,1/1/2022,5,21,1
167,1/1/2022,30,6,3
168,1/1/2022,48,7,1
169,1/1/2022,23,14,1
170,1/1/2022,50,24,1
171,1/1/2022,28,1,1
172,1/1/2022,9,8,1
173,1/1/2022,44,18,1
174,1/1/2022,31,18,2
175,1/1/2022,41,1,1
176,1/1/2022,38,21,1
177,1/1/2022,28,30,1
178,1/1/2022,37,31,1
179,1/1/2022,30,2,1
180,1/1/2022,34,18,3
181,1/1/2022,19,2,1
182,1/1/2022,21,17,3
183,1/1/2022,32,8,3
184,1/1/2022,9,1,1
185,1/1/2022,10,35,1
186,1/1/2022,41,8,1
187,1/1/2022,7,4,1
188,1/1/2022,7,31,1
189,1/1/2022,33,33,1
190,1/1/2022,39,8,1
191,1/1/2022,37,34,1
192,1/1/2022,34,8,1
193,1/1/2022,50,33,1
194,1/1/2022,4,20,1
195,1/1/2022,44,2,1
196,1/1/2022,32,9,1
197,1/1/2022,41,1,1
198,1/1/2022,6,8,1
199,1/1/2022,32,8,3
200,1/1/2022,1,21,2
201,1/1/2022,35,31,1
202,1/1/2022,35,31,1
203,1/1/2022,8,8,1
204,1/1/2022,24,31,1
205,1/1/2022,42,8,1
206,1/1/2022,39,34,2
207,1/1/2022,48,2,1
208,1/1/2022,41,8,3
209,1/1/2022,33,33,1
210,1/1/2022,28,30,1
211,1/1/2022,42,27,1
212,1/1/2022,16,8,1
213,1/1/2022,23,14,1
214,1/1/2022,12,6,2
215,1/1/2022,30,24,1
216,1/1/2022,19,30,1
217,1/1/2022,13,6,1
218,1/1/2022,32,8,4
219,1/1/2022,44,18,1
220,1/1/2022,48,8,1
221,1/1/2022,48,8,1
222,1/1/2022,7,9,1
223,1/1/2022,14,6,1
224,1/1/2022,39,34,3
225,1/1/2022,44,2,1
226,1/1/2022,32,8,4
227,1/1/2022,9,8,1
228,1/1/2022,33,33,1
229,1/1/2022,22,30,1
230,1/1/2022,21,17,2
231,1/1/2022,1,21,2
232,1/1/2022,38,22,3
233,1/1/2022,50,8,1
234,1/1/2022,35,31,1
235,1/1/2022,9,24,1
236,1/1/2022,35,31,1
237,1/1/2022,39,8,1
238,1/1/2022,37,34,1
239,1/1/2022,23,14,1
240,1/1/2022,6,8,1
241,1/1/2022,27,8,1
242,1/1/2022,4,1,1
243,1/1/2022,44,18,1
244,1/1/2022,30,9,1
245,1/1/2022,30,2,1
246,1/1/2022,5,7,1
247,1/1/2022,36,1,1
248,1/1/2022,35,31,1
249,1/1/2022,30,6,4
250,1/1/2022,37,8,2
251,1/1/2022,8,8,1
252,1/1/2022,7,31,1
253,1/1/2022,21,17,2
254,1/1/2022,17,9,1
255,1/1/2022,35,31,1
256,1/1/2022,9,24,1
257,1/1/2022,39,34,2
258,1/1/2022,24,4,1
259,1/1/2022,37,18,1
260,1/1/2022,21,17,2
261,1/1/2022,23,14,1
262,1/1/2022,5,31,1
263,1/1/2022,44,2,1
264,1/1/2022,2,18,1
265,1/1/2022,12,6,2
266,1/1/2022,4,1,1
267,1/1/2022,16,35,1
268,1/1/2022,21,8,1
269,1/1/2022,28,30,1
270,1/1/2022,5,21,1
271,1/1/2022,24,4,1
272,1/1/2022,30,24,1
273,1/1/2022,22,30,1
274,1/1/2022,19,9,3
275,1/1/2022,9,1,1
276,1/1/2022,34,18,2
277,1/1/2022,31,8,1
278,1/1/2022,5,8,1
279,1/1/2022,34,18,3
280,1/1/2022,22,30,1
281,1/1/2022,37,34,1
282,1/1/2022,11,31,1
283,1/1/2022,48,9,1
284,1/1/2022,14,6,1
285,1/1/2022,42,27,1
286,1/1/2022,30,1,3
287,1/1/2022,38,8,1
288,1/1/2022,16,35,1
289,1/1/2022,29,2,1
290,1/1/2022,34,24,1
291,1/1/2022,14,6,1
292,1/1/2022,30,6,3
293,1/1/2022,19,6,3
294,1/1/2022,19,2,1
295,1/1/2022,39,34,2
296,1/1/2022,28,30,1
297,1/1/2022,50,6,1
298,1/1/2022,40,17,1
299,1/1/2022,10,35,1
300,1/1/2022,4,20,1
301,1/1/2022,50,24,1
302,1/1/2022,24,4,1
303,1/1/2022,50,24,1
304,1/1/2022,48,9,1
305,1/1/2022,49,5,1
306,1/1/2022,49,5,1
307,1/1/2022,5,6,1
308,1/1/2022,50,24,1
309,1/1/2022,48,7,1
310,1/1/2022,16,35,1
311,1/1/2022,19,9,3
312,1/1/2022,12,8,1
313,1/1/2022,6,8,1
314,1/1/2022,49,8,1
315,1/1/2022,9,24,1
316,1/1/2022,6,25,1
317,1/1/2022,50,5,1
318,1/1/2022,24,31,1
319,1/1/2022,34,18,3
320,1/1/2022,30,9,1
321,1/1/2022,41,8,1
322,1/1/2022,50,6,1
323,1/1/2022,36,14,2
324,1/1/2022,44,18,1
325,1/1/2022,1,21,3
326,1/1/2022,40,7,1
327,1/1/2022,31,18,2
328,1/1/2022,37,34,1
329,1/1/2022,12,6,3
330,1/1/2022,19,30,1
331,1/1/2022,33,27,1
332,1/1/2022,21,1,1
333,1/1/2022,5,31,1
334,1/1/2022,4,1,1
335,1/1/2022,41,8,1
336,1/1/2022,32,8,3
337,1/1/2022,44,2,1
338,1/1/2022,30,24,1
339,1/1/2022,50,8,3
340,1/1/2022,21,1,1
341,1/1/2022,50,5,1
342,1/1/2022,43,1,1
343,1/1/2022,2,18,1
344,1/1/2022,27,8,1
345,1/1/2022,18,10,1
346,1/1/2022,50,8,2
347,1/1/2022,9,8,1
348,1/1/2022,7,9,1
349,1/1/2022,19,6,3
350,1/1/2022,4,9,1
351,1/1/2022,30,24,1
352,1/1/2022,10,35,1
353,1/1/2022,34,18,3
354,1/1/2022,23,14,1
355,1/1/2022,3,24,3
356,1/1/2022,30,9,1
357,1/1/2022,46,6,1
358,1/1/2022,9,8,1
359,1/1/2022,37,34,1
360,1/1/2022,37,31,1
361,1/1/2022,11,31,1
362,1/1/2022,21,1,1
363,1/1/2022,50,33,1
364,1/1/2022,28,1,1
365,1/1/2022,40,17,1
366,1/1/2022,33,33,1
367,1/1/2022,37,34,1
368,1/1/2022,44,2,1
369,1/1/2022,38,8,1
370,1/1/2022,7,9,1
371,1/1/2022,30,2,1
372,1/1/2022,44,2,1
373,1/1/2022,33,27,1
374,1/1/2022,47,8,1
375,1/1/2022,12,6,2
376,1/1/2022,4,9,1
377,1/1/2022,19,30,1
378,1/1/2022,40,7,1
379,1/1/2022,50,8,3
380,1/1/2022,34,24,1
381,1/1/2022,8,20,1
382,1/1/2022,44,2,1
383,1/1/2022,28,30,1
384,1/1/2022,37,8,2
385,1/1/2022,33,33,1
386,1/1/2022,43,1,1
387,1/1/2022,1,34,1
388,1/1/2022,48,7,1
389,1/1/2022,37,18,1
390,1/1/2022,18,10,1
391,1/1/2022,35,31,1
392,1/1/2022,23,14,1
393,1/1/2022,3,24,2
394,1/1/2022,24,4,1
395,1/1/2022,34,8,1
396,1/1/2022,49,5,1
397,1/1/2022,39,34,2
398,1/1/2022,21,8,1
399,1/1/2022,17,9,1
400,1/1/2022,49,5,1
401,1/1/2022,44,2,1
402,1/1/2022,12,7,1
403,1/1/2022,42,27,1
404,1/1/2022,31,8,1
405,1/1/2022,41,8,1
406,1/1/2022,41,6,1
407,1/1/2022,9,1,1
408,1/1/2022,3,8,1
409,1/1/2022,5,8,1
410,1/1/2022,19,2,1
411,1/1/2022,33,33,1
412,1/1/2022,49,8,1
413,1/1/2022,10,8,1
414,1/1/2022,30,2,1
415,1/1/2022,13,6,1
416,1/1/2022,38,8,1
417,1/1/2022,38,22,2
418,1/1/2022,6,8,1
419,1/1/2022,10,8,1
420,1/1/2022,1,31,1
421,1/1/2022,19,6,3
422,1/1/2022,7,9,1
423,1/1/2022,43,8,1
424,1/1/2022,42,8,1
425,1/1/2022,31,18,2
426,1/1/2022,34,24,1
427,1/1/2022,12,8,1
428,1/1/2022,33,27,1
429,1/1/2022,41,8,2
430,1/1/2022,3,24,3
431,1/1/2022,19,9,2
432,1/1/2022,48,8,1
433,1/1/2022,36,14,2
434,1/1/2022,16,8,1
435,1/1/2022,9,8,1
436,1/1/2022,5,6,1
437,1/1/2022,28,1,1
438,1/1/2022,18,10,1
439,1/1/2022,16,8,1
440,1/1/2022,24,31,1
441,1/1/2022,44,18,1
442,1/1/2022,5,31,1
443,1/1/2022,38,22,3
444,1/1/2022,8,8,1
445,1/1/2022,6,3,1
446,1/1/2022,34,8,1
447,1/1/2022,5,21,1
448,1/1/2022,5,8,1
449,1/1/2022,41,1,1
450,1/1/2022,37,8,3
451,1/1/2022,10,8,1
452,1/1/2022,12,6,3
453,1/1/2022,3,24,3
454,1/1/2022,49,8,1
455,1/1/2022,12,7,1
456,1/1/2022,36,14,2
457,1/1/2022,21,17,3
458,1/1/2022,12,7,1
459,1/1/2022,48,8,1
460,1/1/2022,50,8,2
461,1/1/2022,35,31,1
462,1/1/2022,41,8,1
463,1/1/2022,50,8,1
464,1/1/2022,38,8,1
465,1/1/2022,30,24,1
466,1/1/2022,6,8,1
467,1/1/2022,24,31,1
468,1/1/2022,13,6,1
469,1/1/2022,32,9,1
470,1/1/2022,4,20,1
471,1/1/2022,7,31,1
472,1/1/2022,1,21,2
473,1/1/2022,31,1,1
474,1/1/2022,41,6,1
475,1/1/2022,30,6,4
476,1/1/2022,6,8,1
477,1/1/2022,19,2,1
478,1/1/2022,19,2,1
479,1/1/2022,8,8,1
480,1/1/2022,6,3,1
481,1/1/2022,23,14,1
482,1/1/2022,50,8,3
483,1/1/2022,34,8,1
484,1/1/2022,30,9,1
485,1/1/2022,7,8,1
486,1/1/2022,13,6,1
487,1/1/2022,50,8,3
488,1/1/2022,36,14,3
489,1/1/2022,39,8,1
490,1/1/2022,31,8,1
491,1/1/2022,9,8,1
492,1/1/2022,30,2,1
493,1/1/2022,24,31,1
494,1/1/2022,30,9,1
495,1/1/2022,21,1,1
496,1/1/2022,34,24,1
497,1/1/2022,50,8,1
498,1/1/2022,41,6,1
499,1/1/2022,5,8,1
500,1/1/2022,5,7,1
501,1/1/2022,4,9,1
502,1/1/2022,41,8,1
503,1/1/2022,32,9,1
504,1/1/2022,9,24,1
505,1/1/2022,10,35,1
506,1/1/2022,5,31,1
507,1/1/2022,21,17,2
508,1/1/2022,10,35,1
509,1/1/2022,14,30,1
510,1/1/2022,1,21,2
511,1/1/2022,41,6,1
512,1/1/2022,19,9,3
513,1/1/2022,40,17,1
514,1/1/2022,7,31,1
515,1/1/2022,36,1,1
516,1/1/2022,37,34,1
517,1/1/2022,39,8,1
518,1/1/2022,19,9,3
519,1/1/2022,48,7,1
520,1/1/2022,18,10,1
521,1/1/2022,40,17,1
522,1/1/2022,29,2,1
523,1/1/2022,38,22,3
524,1/1/2022,38,22,3
525,1/1/2022,44,18,1
526,1/1/2022,37,31,1
527,1/1/2022,48,8,1
528,1/1/2022,5,31,1
529,1/1/2022,38,8,1
530,1/1/2022,22,30,1
531,1/1/2022,22,30,1
532,1/1/2022,2,18,1
533,1/1/2022,9,24,1
534,1/1/2022,10,35,1
535,1/1/2022,49,8,1
536,1/1/2022,37,34,1
537,1/1/2022,37,34,1
538,1/1/2022,50,24,1
539,1/1/2022,2,18,1
540,1/1/2022,4,20,1
541,1/1/2022,48,2,1
542,1/1/2022,32,8,4
543,1/1/2022,49,5,1
544,1/1/2022,44,2,1
545,1/1/2022,19,30,1
546,1/1/2022,7,31,1
547,1/1/2022,37,22,1
548,1/1/2022,50,33,1
549,1/1/2022,12,6,3
550,1/1/2022,37,31,1
551,1/1/2022,25,18,1
552,1/1/2022,28,30,1
553,1/1/2022,6,25,1
554,1/1/2022,9,1,1
555,1/1/2022,9,27,1
556,1/1/2022,12,8,1
557,1/1/2022,37,34,1
558,1/1/2022,44,18,1
559,1/1/2022,34,8,1
560,1/1/2022,12,7,1
561,1/1/2022,24,31,1
562,1/1/2022,40,7,1
563,1/1/2022,48,2,1
564,1/1/2022,21,1,1
565,1/1/2022,32,9,1
566,1/1/2022,8,20,1
567,1/1/2022,4,9,1
568,1/1/2022,19,9,3
569,1/1/2022,5,31,1
570,1/1/2022,37,31,1
571,1/1/2022,4,9,1
572,1/1/2022,33,33,1
573,1/1/2022,19,2,1
574,1/1/2022,32,9,1
575,1/1/2022,37,8,2
576,1/1/2022,34,8,1
577,1/1/2022,35,31,1
578,1/1/2022,6,25,1
579,1/1/2022,37,34,1
580,1/1/2022,44,31,1
581,1/1/2022,41,8,3
582,1/1/2022,33,27,1
583,1/1/2022,42,27,1
584,1/1/2022,1,21,3
585,1/1/2022,33,33,1
586,1/1/2022,12,6,3
587,1/1/2022,2,18,1
588,1/1/2022,37,22,1
589,1/1/2022,41,1,1
590,1/1/2022,27,8,1
591,1/1/2022,5,31,1
592,1/1/2022,25,9,1
593,1/1/2022,48,9,1
594,1/1/2022,12,8,1
595,1/1/2022,23,14,1
596,1/1/2022,21,8,1
597,1/1/2022,24,31,1
598,1/1/2022,10,8,1
599,1/1/2022,44,2,1
600,1/1/2022,19,9,3
601,1/1/2022,3,24,2
602,1/1/2022,41,8,2
603,1/1/2022,34,24,1
604,1/1/2022,44,18,1
605,1/1/2022,7,9,1
606,1/1/2022,9,24,1
607,1/1/2022,50,8,2
608,1/1/2022,11,31,1
609,1/1/2022,8,8,1
610,1/1/2022,30,2,1
611,1/1/2022,19,9,3
612,1/1/2022,36,14,2
613,1/1/2022,25,18,1
614,1/1/2022,16,8,1
615,1/1/2022,5,21,1
616,1/1/2022,41,1,1
617,1/1/2022,50,8,3
618,1/1/2022,7,9,1
619,1/1/2022,7,4,1
620,1/1/2022,29,2,1
621,1/1/2022,39,8,1
622,1/1/2022,4,20,1
623,1/1/2022,30,1,2
624,1/1/2022,12,8,1
625,1/1/2022,1,21,2
626,1/1/2022,36,1,1
627,1/1/2022,50,5,1
628,1/1/2022,48,9,1
629,1/1/2022,19,30,1
630,1/1/2022,34,18,3
631,1/1/2022,17,9,1
632,1/1/2022,30,2,1
633,1/1/2022,4,20,1
634,1/1/2022,44,2,1
635,1/1/2022,33,27,1
636,1/1/2022,48,7,1
637,1/1/2022,1,31,1
638,1/1/2022,19,6,3
639,1/1/2022,50,6,1
640,1/1/2022,10,1,1
641,1/1/2022,12,8,1
642,1/1/2022,36,1,1
643,1/1/2022,19,6,2
644,1/1/2022,40,17,1
645,1/1/2022,12,8,1
646,1/1/2022,50,8,3
647,1/1/2022,29,2,1
648,1/1/2022,13,6,1
649,1/1/2022,39,8,1
650,1/1/2022,50,8,3
651,1/1/2022,50,24,1
652,1/1/2022,6,6,4
653,1/1/2022,44,2,1
654,1/1/2022,34,8,1
655,1/1/2022,7,8,1
656,1/1/2022,50,24,1
657,1/1/2022,47,8,1
658,1/1/2022,21,1,1
659,1/1/2022,18,10,1
660,1/1/2022,9,1,1
661,1/1/2022,35,31,1
662,1/1/2022,12,7,1
663,1/1/2022,19,9,2
664,1/1/2022,4,9,1
665,1/1/2022,37,22,1
666,1/1/2022,30,6,3
667,1/1/2022,19,6,3
668,1/1/2022,17,9,1
669,1/1/2022,29,2,1
670,1/1/2022,41,8,2
671,1/1/2022,34,18,2
672,1/1/2022,5,8,1
673,1/1/2022,29,2,1
674,1/1/2022,50,5,1
675,1/1/2022,48,2,1
676,1/1/2022,1,34,1
677,1/1/2022,41,1,1
678,1/1/2022,23,14,1
679,1/1/2022,8,20,1
680,1/1/2022,47,8,1
681,1/1/2022,35,31,1
682,1/1/2022,21,1,1
683,1/1/2022,30,2,1
684,1/1/2022,34,18,2
685,1/1/2022,40,17,1
686,1/1/2022,28,1,1
687,1/1/2022,44,2,1
688,1/1/2022,48,9,1
689,1/1/2022,48,7,1
690,1/1/2022,4,20,1
691,1/1/2022,28,30,1
692,1/1/2022,43,8,1
693,1/1/2022,14,6,1
694,1/1/2022,44,18,1
695,1/1/2022,24,31,1
696,1/1/2022,44,18,1
697,1/1/2022,6,25,1
698,1/1/2022,12,8,1
699,1/1/2022,33,33,1
700,1/1/2022,5,31,1
701,1/1/2022,8,20,1
702,1/1/2022,3,24,2
703,1/1/2022,24,4,1
704,1/1/2022,50,5,1
705,1/1/2022,41,8,1
706,1/1/2022,48,8,1
707,1/1/2022,24,31,1
708,1/1/2022,18,10,1
709,1/1/2022,28,30,1
710,1/1/2022,24,31,1
711,1/1/2022,41,1,1
712,1/1/2022,7,8,1
713,1/1/2022,22,30,1
714,1/1/2022,33,33,1
715,1/1/2022,1,34,1
716,1/1/2022,39,34,3
717,1/1/2022,37,34,1
718,1/1/2022,49,5,1
719,1/1/2022,19,30,1
720,1/1/2022,21,1,1
721,1/1/2022,30,24,1
722,1/1/2022,31,8,1
723,1/1/2022,42,8,1
724,1/1/2022,38,22,3
725,1/1/2022,7,8,1
726,1/1/2022,34,8,1
727,1/1/2022,12,6,3
728,1/1/2022,34,18,2
729,1/1/2022,50,8,2
730,1/1/2022,36,14,3
731,1/1/2022,5,21,1
732,1/1/2022,12,8,1
733,1/1/2022,30,24,1
734,1/1/2022,8,8,1
735,1/1/2022,6,8,1
736,1/1/2022,33,33,1
737,1/1/2022,38,22,3
738,1/1/2022,48,7,1
739,1/1/2022,24,31,1
740,1/1/2022,18,10,1
741,1/1/2022,37,34,1
742,1/1/2022,50,24,1
743,1/1/2022,48,2,1
744,1/1/2022,48,8,1
745,1/1/2022,1,31,1
746,1/1/2022,34,8,1
747,1/1/2022,31,8,1
748,1/1/2022,10,35,1
749,1/1/2022,10,35,1
750,1/1/2022,13,6,1
751,1/1/2022,41,6,1
752,1/1/2022,36,17,1
753,1/1/2022,1,31,1
754,1/1/2022,6,3,1
755,1/1/2022,42,8,1
756,1/1/2022,31,8,1
757,1/1/2022,37,31,1
758,1/1/2022,41,6,1
759,1/1/2022,12,8,1
760,1/1/2022,1,31,1
761,1/1/2022,1,21,2
762,1/1/2022,16,35,1
763,1/1/2022,31,1,1
764,1/1/2022,21,1,1
765,1/1/2022,10,8,1
766,1/1/2022,38,21,1
767,1/1/2022,50,24,1
768,1/1/2022,50,24,1
769,1/1/2022,30,9,1
770,1/1/2022,34,18,3
771,1/1/2022,19,30,1
772,1/1/2022,28,30,1
773,1/1/2022,22,30,1
774,1/1/2022,21,8,1
775,1/1/2022,34,24,1
776,1/1/2022,19,6,2
777,1/1/2022,34,8,1
778,1/1/2022,6,25,1
779,1/1/2022,16,8,1
780,1/1/2022,9,8,1
781,1/1/2022,22,30,1
782,1/1/2022,37,34,1
783,1/1/2022,35,31,1
784,1/1/2022,1,31,1
785,1/1/2022,33,27,1
786,1/1/2022,3,24,2
787,1/1/2022,42,8,1
788,1/1/2022,5,8,1
789,1/1/2022,44,31,1
790,1/1/2022,5,8,1
791,1/1/2022,5,6,1
792,1/1/2022,44,18,1
793,1/1/2022,16,35,1
794,1/1/2022,21,8,1
795,1/1/2022,16,8,1
796,1/1/2022,48,8,1
797,1/1/2022,5,31,1
798,1/1/2022,34,18,2
799,1/1/2022,19,30,1
800,1/1/2022,42,8,1
801,1/1/2022,10,8,1
802,1/1/2022,25,18,1
803,1/1/2022,44,18,1
804,1/1/2022,7,8,1
805,1/1/2022,49,5,1
806,1/1/2022,39,8,1
807,1/1/2022,19,9,3
808,1/1/2022,29,2,1
809,1/1/2022,44,18,1
810,1/1/2022,41,1,1
811,1/1/2022,49,8,1
812,1/1/2022,50,5,1
813,1/1/2022,13,6,1
814,1/1/2022,5,31,1
815,1/1/2022,23,14,1
816,1/1/2022,10,35,1
817,1/1/2022,12,6,3
818,1/1/2022,41,1,1
819,1/1/2022,29,2,1
820,1/1/2022,30,1,2
821,1/1/2022,12,6,3
822,1/1/2022,41,1,1
823,1/1/2022,50,8,3
824,1/1/2022,6,8,1
825,1/1/2022,12,7,1
826,1/1/2022,1,21,2
827,1/1/2022,50,24,1
828,1/1/2022,16,8,1
829,1/1/2022,4,20,1
830,1/1/2022,39,8,1
831,1/1/2022,6,3,1
832,1/1/2022,48,8,1
833,1/1/2022,21,17,3
834,1/1/2022,39,34,3
835,1/1/2022,32,8,3
836,1/1/2022,25,9,1
837,1/1/2022,36,1,1
838,1/1/2022,19,9,2
839,1/1/2022,41,8,1
840,1/1/2022,33,33,1
841,1/1/2022,31,8,1
842,1/1/2022,38,21,1
843,1/1/2022,34,24,1
844,1/1/2022,19,2,1
845,1/1/2022,6,8,1
846,1/1/2022,50,5,1
847,1/1/2022,41,8,3
848,1/1/2022,36,17,1
849,1/1/2022,39,8,1
850,1/1/2022,34,8,1
851,1/1/2022,24,31,1
852,1/1/2022,19,2,1
853,1/1/2022,38,22,2
854,1/1/2022,16,8,1
855,1/1/2022,9,8,1
856,1/1/2022,34,18,2
857,1/1/2022,24,31,1
858,1/1/2022,34,8,1
859,1/1/2022,34,18,2
860,1/1/2022,12,6,3
861,1/1/2022,44,2,1
862,1/1/2022,50,5,1
863,1/1/2022,47,8,1
864,1/1/2022,38,8,1
865,1/1/2022,16,35,1
866,1/1/2022,22,30,1
867,1/1/2022,50,24,1
868,1/1/2022,40,7,1
869,1/1/2022,29,2,1
870,1/1/2022,12,7,1
871,1/1/2022,39,8,1
872,1/1/2022,36,1,1
873,1/1/2022,48,9,1
874,1/1/2022,34,18,3
875,1/1/2022,4,20,1
876,1/1/2022,50,24,1
877,1/1/2022,50,24,1
878,1/1/2022,48,2,1
879,1/1/2022,9,8,1
880,1/1/2022,22,30,1
881,1/1/2022,34,8,1
882,1/1/2022,30,1,2
883,1/1/2022,4,9,1
884,1/1/2022,12,6,3
885,1/1/2022,1,34,1
886,1/1/2022,8,20,1
887,1/1/2022,37,22,1
888,1/1/2022,7,8,1
889,1/1/2022,44,2,1
890,1/1/2022,48,8,1
891,1/1/2022,10,8,1
892,1/1/2022,19,9,3
893,1/1/2022,5,21,1
894,1/1/2022,47,31,1
895,1/1/2022,24,31,1
896,1/1/2022,36,17,1
897,1/1/2022,48,7,1
898,1/1/2022,44,2,1
899,1/1/2022,12,8,1
900,1/1/2022,10,35,1
901,1/1/2022,18,10,1
902,1/1/2022,29,2,1
903,1/1/2022,6,8,1
904,1/1/2022,12,6,3
905,1/1/2022,50,8,3
906,1/1/2022,17,9,1
907,1/1/2022,39,34,3
908,1/1/2022,10,35,1
909,1/1/2022,5,8,1
910,1/1/2022,33,27,1
911,1/1/2022,9,24,1
912,1/1/2022,34,18,3
913,1/1/2022,33,33,1
914,1/1/2022,4,20,1
915,1/1/2022,46,6,1
916,1/1/2022,6,3,1
917,1/1/2022,50,24,1
918,1/1/2022,4,20,1
919,1/1/2022,41,1,1
920,1/1/2022,5,31,1
921,1/1/2022,10,35,1
922,1/1/2022,1,21,2
923,1/1/2022,50,5,1
924,1/1/2022,50,8,1
925,1/1/2022,40,17,1
926,1/1/2022,6,3,1
927,1/1/2022,47,31,1
928,1/1/2022,39,34,3
929,1/1/2022,18,10,1
930,1/1/2022,41,8,1
